,Propriété,statuts,total HT,Texte,date_debut,time_delta,date_fin,extra_clean,Année,Mois,Semaine,marge,Jour,mois,Fake_extra_clean,Fake_Propriété,Fake_total HT,Fake_montant HT,,,,,,,,,
3652,Propriété 7,standard,112,,2022-09-01 21:30:00,0 days 10:00:00,2022-09-02 07:30:00,Henry Shaw,2022,2022-09,2022-08-30/2022-09-05,50,2022-09-02,septembre,Henry Shaw,Propriété 7,112,91,,,,,,,,,
3653,Propriété 17,urgente,446,,2022-09-01 21:00:00,0 days 10:15:00,2022-09-02 07:15:00,Dr Wayne Evans,2022,2022-09,2022-08-30/2022-09-05,100,2022-09-02,septembre,Dr Wayne Evans,Propriété 17,446,91,,,,,,,,,
3654,Propriété 3,standard,838,,2022-09-01 20:00:00,0 days 12:00:00,2022-09-02 08:00:00,Eileen Martin,2022,2022-09,2022-08-30/2022-09-05,72,2022-09-02,septembre,Eileen Martin,Propriété 3,838,340,,,,,,,,,
3655,Propriété 18,standard,818,,2022-09-01 14:15:00,0 days 05:45:00,2022-09-01 20:00:00,Karl Jones,2022,2022-09,2022-08-30/2022-09-05,25,2022-09-01,septembre,Karl Jones,Propriété 18,818,157,,,,,,,,,
3656,Propriété 3,standard,758,,2022-09-01 13:00:00,0 days 07:00:00,2022-09-01 20:00:00,Dr Glen Jackson,2022,2022-09,2022-08-30/2022-09-05,42,2022-09-01,septembre,Dr Glen Jackson,Propriété 3,758,871,,,,,,,,,
3657,Propriété 4,standard,178,,2022-08-31 23:00:00,0 days 09:00:00,2022-09-01 08:00:00,Dr Cameron Nicholls,2022,2022-09,2022-08-30/2022-09-05,45,2022-09-01,septembre,Dr Cameron Nicholls,Propriété 4,178,240,,,,,,,,,
3658,Propriété 2,standard,232,,2022-08-31 22:30:00,0 days 08:45:00,2022-09-01 07:15:00,William Morgan,2022,2022-09,2022-08-30/2022-09-05,40,2022-09-01,septembre,William Morgan,Propriété 2,232,119,,,,,,,,,
3659,Propriété 7,standard,112,,2022-08-31 21:30:00,0 days 10:00:00,2022-09-01 07:30:00,Henry Shaw,2022,2022-09,2022-08-30/2022-09-05,50,2022-09-01,septembre,Henry Shaw,Propriété 7,112,91,,,,,,,,,
3660,Propriété 17,standard,112,,2022-08-31 21:00:00,0 days 10:15:00,2022-09-01 07:15:00,Eileen Martin,2022,2022-09,2022-08-30/2022-09-05,50,2022-09-01,septembre,Eileen Martin,Propriété 17,112,91,,,,,,,,,
3661,Propriété 13,standard,112,,2022-08-31 21:00:00,0 days 10:30:00,2022-09-01 07:30:00,Dr Wayne Evans,2022,2022-09,2022-08-30/2022-09-05,50,2022-09-01,septembre,Dr Wayne Evans,Propriété 13,112,91,,,,,,,,,
3662,Propriété 5,standard,762,,2022-08-31 19:30:00,0 days 12:00:00,2022-09-01 07:30:00,Paige Oliver,2022,2022-09,2022-08-30/2022-09-05,60,2022-09-01,septembre,Paige Oliver,Propriété 5,762,340,,,,,,,,,
3663,Propriété 7,annulé hôtel,232,,2022-08-31 13:45:00,0 days 08:00:00,2022-08-31 21:45:00,Rachel Little,2022,2022-08,2022-08-30/2022-09-05,40,2022-08-31,août,Rachel Little,Propriété 7,232,119,,,,,,,,,
3664,Propriété 3,standard,838,,2022-08-31 08:00:00,0 days 12:00:00,2022-08-31 20:00:00,Dr Glen Jackson,2022,2022-08,2022-08-30/2022-09-05,72,2022-08-31,août,Dr Glen Jackson,Propriété 3,838,340,,,,,,,,,
3665,Propriété 12,annulé hôtel,232,,2022-08-31 07:30:00,0 days 08:30:00,2022-08-31 16:00:00,Christine McKenzie,2022,2022-08,2022-08-30/2022-09-05,40,2022-08-31,août,Christine McKenzie,Propriété 12,232,119,,,,,,,,,
3666,Propriété 4,standard,178,,2022-08-30 23:00:00,0 days 09:00:00,2022-08-31 08:00:00,Stanley Hicks-Davies,2022,2022-08,2022-08-30/2022-09-05,45,2022-08-31,août,Stanley Hicks-Davies,Propriété 4,178,240,,,,,,,,,
3667,Propriété 2,standard,232,,2022-08-30 22:30:00,0 days 08:45:00,2022-08-31 07:15:00,William Morgan,2022,2022-08,2022-08-30/2022-09-05,40,2022-08-31,août,William Morgan,Propriété 2,232,119,,,,,,,,,
3668,Propriété 7,standard,112,,2022-08-30 21:30:00,0 days 10:00:00,2022-08-31 07:30:00,Henry Shaw,2022,2022-08,2022-08-30/2022-09-05,50,2022-08-31,août,Henry Shaw,Propriété 7,112,91,,,,,,,,,
3669,Propriété 13,urgente,446,,2022-08-30 21:00:00,0 days 10:30:00,2022-08-31 07:30:00,Dr Wayne Evans,2022,2022-08,2022-08-30/2022-09-05,100,2022-08-31,août,Dr Wayne Evans,Propriété 13,446,91,,,,,,,,,
3670,Propriété 17,standard,112,,2022-08-30 21:00:00,0 days 10:15:00,2022-08-31 07:15:00,Eileen Martin,2022,2022-08,2022-08-30/2022-09-05,50,2022-08-31,août,Eileen Martin,Propriété 17,112,91,,,,,,,,,
3671,Propriété 5,standard,762,,2022-08-30 19:30:00,0 days 12:00:00,2022-08-31 07:30:00,Paige Oliver,2022,2022-08,2022-08-30/2022-09-05,60,2022-08-31,août,Paige Oliver,Propriété 5,762,340,,,,,,,,,
3672,Propriété 18,standard,818,,2022-08-30 14:15:00,0 days 05:45:00,2022-08-30 20:00:00,Karl Jones,2022,2022-08,2022-08-30/2022-09-05,25,2022-08-30,août,Karl Jones,Propriété 18,818,157,,,,,,,,,
3673,Propriété 17,standard,232,,2022-08-30 14:00:00,0 days 08:00:00,2022-08-30 22:00:00,Dr Gavin Winter,2022,2022-08,2022-08-30/2022-09-05,40,2022-08-30,août,Dr Gavin Winter,Propriété 17,232,119,,,,,,,,,
3674,Propriété 3,standard,838,,2022-08-30 08:00:00,0 days 12:00:00,2022-08-30 20:00:00,Dr Glen Jackson,2022,2022-08,2022-08-30/2022-09-05,72,2022-08-30,août,Dr Glen Jackson,Propriété 3,838,340,,,,,,,,,
3675,Propriété 12,standard,232,,2022-08-30 07:30:00,0 days 08:30:00,2022-08-30 16:00:00,Alan Wood,2022,2022-08,2022-08-30/2022-09-05,40,2022-08-30,août,Alan Wood,Propriété 12,232,119,,,,,,,,,
3676,Propriété 4,standard,178,,2022-08-29 23:00:00,0 days 09:00:00,2022-08-30 08:00:00,Stanley Hicks-Davies,2022,2022-08,2022-08-30/2022-09-05,45,2022-08-30,août,Stanley Hicks-Davies,Propriété 4,178,240,,,,,,,,,
3677,Propriété 2,standard,232,,2022-08-29 22:30:00,0 days 08:45:00,2022-08-30 07:15:00,William Morgan,2022,2022-08,2022-08-30/2022-09-05,40,2022-08-30,août,William Morgan,Propriété 2,232,119,,,,,,,,,
3678,Propriété 7,standard,112,,2022-08-29 21:30:00,0 days 10:00:00,2022-08-30 07:30:00,Henry Shaw,2022,2022-08,2022-08-30/2022-09-05,50,2022-08-30,août,Henry Shaw,Propriété 7,112,91,,,,,,,,,
3679,Propriété 17,standard,112,,2022-08-29 21:00:00,0 days 10:15:00,2022-08-30 07:15:00,Christine McKenzie,2022,2022-08,2022-08-30/2022-09-05,50,2022-08-30,août,Christine McKenzie,Propriété 17,112,91,,,,,,,,,
3680,Propriété 19,standard,762,,2022-08-29 20:00:00,0 days 12:00:00,2022-08-30 08:00:00,Paige Oliver,2022,2022-08,2022-08-30/2022-09-05,60,2022-08-30,août,Paige Oliver,Propriété 19,762,340,,,,,,,,,
3681,Propriété 5,standard,762,,2022-08-29 19:30:00,0 days 12:00:00,2022-08-30 07:30:00,Dr Glen Jackson,2022,2022-08,2022-08-30/2022-09-05,60,2022-08-30,août,Dr Glen Jackson,Propriété 5,762,340,,,,,,,,,
3682,Propriété 26,standard,193,,2022-08-29 13:30:00,0 days 06:00:00,2022-08-29 19:30:00,Dr Gavin Winter,2022,2022-08,2022-08-23/2022-08-29,30,2022-08-29,août,Dr Gavin Winter,Propriété 26,193,645,,,,,,,,,
3683,Propriété 12,standard,232,,2022-08-29 12:00:00,0 days 08:00:00,2022-08-29 20:00:00,Alan Wood,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-29,août,Alan Wood,Propriété 12,232,119,,,,,,,,,
3684,Propriété 2,standard,232,,2022-08-28 22:30:00,0 days 08:45:00,2022-08-29 07:15:00,William Morgan,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-29,août,William Morgan,Propriété 2,232,119,,,,,,,,,
3685,Propriété 7,standard,112,,2022-08-28 21:30:00,0 days 10:00:00,2022-08-29 07:30:00,Henry Shaw,2022,2022-08,2022-08-23/2022-08-29,50,2022-08-29,août,Henry Shaw,Propriété 7,112,91,,,,,,,,,
3686,Propriété 17,standard,112,,2022-08-28 21:00:00,0 days 10:15:00,2022-08-29 07:15:00,Dr Wayne Evans,2022,2022-08,2022-08-23/2022-08-29,50,2022-08-29,août,Dr Wayne Evans,Propriété 17,112,91,,,,,,,,,
3687,Propriété 14,standard,479,,2022-08-28 20:00:00,0 days 11:00:00,2022-08-29 07:00:00,Dr Cameron Nicholls,2022,2022-08,2022-08-23/2022-08-29,66,2022-08-29,août,Dr Cameron Nicholls,Propriété 14,479,760,,,,,,,,,
3688,Propriété 19,standard,762,,2022-08-28 20:00:00,0 days 12:00:00,2022-08-29 08:00:00,Paige Oliver,2022,2022-08,2022-08-23/2022-08-29,60,2022-08-29,août,Paige Oliver,Propriété 19,762,340,,,,,,,,,
3689,Propriété 15,annulé hôtel,838,,2022-08-28 19:30:00,0 days 12:00:00,2022-08-29 07:30:00,Patricia Evans-Knight,2022,2022-08,2022-08-23/2022-08-29,72,2022-08-29,août,Patricia Evans-Knight,Propriété 15,838,340,,,,,,,,,
3690,Propriété 26,standard,193,,2022-08-28 14:00:00,0 days 06:00:00,2022-08-28 20:00:00,Dr Glen Jackson,2022,2022-08,2022-08-23/2022-08-29,30,2022-08-28,août,Dr Glen Jackson,Propriété 26,193,645,,,,,,,,,
3691,Propriété 12,standard,232,,2022-08-28 12:00:00,0 days 08:00:00,2022-08-28 20:00:00,Alan Wood,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-28,août,Alan Wood,Propriété 12,232,119,,,,,,,,,
3692,Propriété 7,standard,232,,2022-08-28 10:00:00,0 days 08:00:00,2022-08-28 18:00:00,Rachel Little,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-28,août,Rachel Little,Propriété 7,232,119,,,,,,,,,
3693,Propriété 7,standard,112,,2022-08-27 21:30:00,0 days 10:00:00,2022-08-28 07:30:00,Paige Oliver,2022,2022-08,2022-08-23/2022-08-29,50,2022-08-28,août,Paige Oliver,Propriété 7,112,91,,,,,,,,,
3694,Propriété 17,standard,112,,2022-08-27 21:00:00,0 days 10:15:00,2022-08-28 07:15:00,Dr Wayne Evans,2022,2022-08,2022-08-23/2022-08-29,50,2022-08-28,août,Dr Wayne Evans,Propriété 17,112,91,,,,,,,,,
3695,Propriété 32,standard,161,,2022-08-27 20:30:00,0 days 10:30:00,2022-08-28 07:00:00,Christine McKenzie,2022,2022-08,2022-08-23/2022-08-29,60,2022-08-28,août,Christine McKenzie,Propriété 32,161,91,,,,,,,,,
3696,Propriété 14,standard,479,,2022-08-27 20:00:00,0 days 11:00:00,2022-08-28 07:00:00,Dr Cameron Nicholls,2022,2022-08,2022-08-23/2022-08-29,66,2022-08-28,août,Dr Cameron Nicholls,Propriété 14,479,760,,,,,,,,,
3697,Propriété 19,annulé hôtel,762,,2022-08-27 20:00:00,0 days 12:00:00,2022-08-28 08:00:00,Paige Oliver,2022,2022-08,2022-08-23/2022-08-29,60,2022-08-28,août,Paige Oliver,Propriété 19,762,340,,,,,,,,,
3698,Propriété 15,annulé hôtel,838,,2022-08-27 19:30:00,0 days 12:00:00,2022-08-28 07:30:00,Patricia Evans-Knight,2022,2022-08,2022-08-23/2022-08-29,72,2022-08-28,août,Patricia Evans-Knight,Propriété 15,838,340,,,,,,,,,
3699,Propriété 19,standard,402,,2022-08-27 19:00:00,0 days 13:00:00,2022-08-28 08:00:00,Eileen Martin,2022,2022-08,2022-08-23/2022-08-29,65,2022-08-28,août,Eileen Martin,Propriété 19,402,866,,,,,,,,,
3700,Propriété 12,standard,232,,2022-08-27 12:00:00,0 days 08:00:00,2022-08-27 20:00:00,Alan Wood,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-27,août,Alan Wood,Propriété 12,232,119,,,,,,,,,
3701,Propriété 7,standard,232,,2022-08-27 10:00:00,0 days 08:00:00,2022-08-27 18:00:00,Rachel Little,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-27,août,Rachel Little,Propriété 7,232,119,,,,,,,,,
3702,Propriété 12,standard,178,,2022-08-27 07:30:00,0 days 09:00:00,2022-08-27 16:30:00,Karl Jones,2022,2022-08,2022-08-23/2022-08-29,45,2022-08-27,août,Karl Jones,Propriété 12,178,240,,,,,,,,,
3703,Propriété 7,standard,112,,2022-08-26 21:30:00,0 days 10:00:00,2022-08-27 07:30:00,Paige Oliver,2022,2022-08,2022-08-23/2022-08-29,50,2022-08-27,août,Paige Oliver,Propriété 7,112,91,,,,,,,,,
3704,Propriété 17,urgente,446,,2022-08-26 21:00:00,0 days 10:15:00,2022-08-27 07:15:00,Eileen Martin,2022,2022-08,2022-08-23/2022-08-29,100,2022-08-27,août,Eileen Martin,Propriété 17,446,91,,,,,,,,,
3705,Propriété 14,standard,161,,2022-08-26 20:45:00,0 days 10:15:00,2022-08-27 07:00:00,Janet Osborne,2022,2022-08,2022-08-23/2022-08-29,60,2022-08-27,août,Janet Osborne,Propriété 14,161,91,,,,,,,,,
3706,Propriété 7,standard,232,,2022-08-26 13:45:00,0 days 08:00:00,2022-08-26 21:45:00,Dr Harry Donnelly,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-26,août,Dr Harry Donnelly,Propriété 7,232,119,,,,,,,,,
3707,Propriété 12,standard,232,,2022-08-26 12:00:00,0 days 08:00:00,2022-08-26 20:00:00,Alan Wood,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-26,août,Alan Wood,Propriété 12,232,119,,,,,,,,,
3708,Propriété 2,standard,232,,2022-08-26 11:00:00,0 days 08:30:00,2022-08-26 19:30:00,Bryan Adams,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-26,août,Bryan Adams,Propriété 2,232,119,,,,,,,,,
3709,Propriété 3,standard,838,,2022-08-26 08:00:00,0 days 12:00:00,2022-08-26 20:00:00,Dr Glen Jackson,2022,2022-08,2022-08-23/2022-08-29,72,2022-08-26,août,Dr Glen Jackson,Propriété 3,838,340,,,,,,,,,
3710,Propriété 12,standard,193,,2022-08-26 07:00:00,0 days 06:00:00,2022-08-26 13:00:00,Christine McKenzie,2022,2022-08,2022-08-23/2022-08-29,30,2022-08-26,août,Christine McKenzie,Propriété 12,193,645,,,,,,,,,
3711,Propriété 7,standard,112,,2022-08-25 21:30:00,0 days 10:00:00,2022-08-26 07:30:00,Henry Shaw,2022,2022-08,2022-08-23/2022-08-29,50,2022-08-26,août,Henry Shaw,Propriété 7,112,91,,,,,,,,,
3712,Propriété 14,standard,161,,2022-08-25 20:45:00,0 days 10:15:00,2022-08-26 07:00:00,Janet Osborne,2022,2022-08,2022-08-23/2022-08-29,60,2022-08-26,août,Janet Osborne,Propriété 14,161,91,,,,,,,,,
3713,Propriété 3,standard,838,,2022-08-25 20:00:00,0 days 12:00:00,2022-08-26 08:00:00,Gerald Stevens,2022,2022-08,2022-08-23/2022-08-29,72,2022-08-26,août,Gerald Stevens,Propriété 3,838,340,,,,,,,,,
3714,Propriété 7,annulé hôtel,232,,2022-08-25 13:45:00,0 days 08:00:00,2022-08-25 21:45:00,Dr Harry Donnelly,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-25,août,Dr Harry Donnelly,Propriété 7,232,119,,,,,,,,,
3715,Propriété 3,annulé hôtel,808,,2022-08-25 12:00:00,0 days 08:00:00,2022-08-25 20:00:00,Eileen Martin,2022,2022-08,2022-08-23/2022-08-29,48,2022-08-25,août,Eileen Martin,Propriété 3,808,119,,,,,,,,,
3716,Propriété 18,standard,235,,2022-08-25 08:00:00,0 days 07:00:00,2022-08-25 15:00:00,Rachel Little,2022,2022-08,2022-08-23/2022-08-29,35,2022-08-25,août,Rachel Little,Propriété 18,235,871,,,,,,,,,
3717,Propriété 12,standard,235,,2022-08-25 07:30:00,0 days 07:30:00,2022-08-25 15:00:00,Christine McKenzie,2022,2022-08,2022-08-23/2022-08-29,35,2022-08-25,août,Christine McKenzie,Propriété 12,235,871,,,,,,,,,
3718,Propriété 2,standard,232,,2022-08-24 22:30:00,0 days 08:45:00,2022-08-25 07:15:00,William Morgan,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-25,août,William Morgan,Propriété 2,232,119,,,,,,,,,
3719,Propriété 13,standard,178,,2022-08-24 22:00:00,0 days 09:30:00,2022-08-25 07:30:00,Dr Wayne Evans,2022,2022-08,2022-08-23/2022-08-29,45,2022-08-25,août,Dr Wayne Evans,Propriété 13,178,240,,,,,,,,,
3720,Propriété 7,standard,112,,2022-08-24 21:30:00,0 days 10:00:00,2022-08-25 07:30:00,Henry Shaw,2022,2022-08,2022-08-23/2022-08-29,50,2022-08-25,août,Henry Shaw,Propriété 7,112,91,,,,,,,,,
3721,Propriété 5,standard,762,,2022-08-24 19:30:00,0 days 12:00:00,2022-08-25 07:30:00,Dr Glen Jackson,2022,2022-08,2022-08-23/2022-08-29,60,2022-08-25,août,Dr Glen Jackson,Propriété 5,762,340,,,,,,,,,
3722,Propriété 7,annulé hôtel,232,,2022-08-24 13:45:00,0 days 08:00:00,2022-08-24 21:45:00,Dr Harry Donnelly,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-24,août,Dr Harry Donnelly,Propriété 7,232,119,,,,,,,,,
3723,Propriété 3,standard,758,,2022-08-24 13:00:00,0 days 07:00:00,2022-08-24 20:00:00,Eileen Martin,2022,2022-08,2022-08-23/2022-08-29,42,2022-08-24,août,Eileen Martin,Propriété 3,758,871,,,,,,,,,
3724,Propriété 3,annulé hôtel,808,,2022-08-24 12:00:00,0 days 08:00:00,2022-08-24 20:00:00,Eileen Martin,2022,2022-08,2022-08-23/2022-08-29,48,2022-08-24,août,Eileen Martin,Propriété 3,808,119,,,,,,,,,
3725,Propriété 18,standard,235,,2022-08-24 08:00:00,0 days 07:00:00,2022-08-24 15:00:00,Rachel Little,2022,2022-08,2022-08-23/2022-08-29,35,2022-08-24,août,Rachel Little,Propriété 18,235,871,,,,,,,,,
3726,Propriété 12,standard,232,,2022-08-24 07:30:00,0 days 08:00:00,2022-08-24 15:30:00,Christine McKenzie,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-24,août,Christine McKenzie,Propriété 12,232,119,,,,,,,,,
3727,Propriété 2,standard,232,,2022-08-23 22:30:00,0 days 08:45:00,2022-08-24 07:15:00,William Morgan,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-24,août,William Morgan,Propriété 2,232,119,,,,,,,,,
3728,Propriété 13,standard,178,,2022-08-23 22:00:00,0 days 09:30:00,2022-08-24 07:30:00,Dr Wayne Evans,2022,2022-08,2022-08-23/2022-08-29,45,2022-08-24,août,Dr Wayne Evans,Propriété 13,178,240,,,,,,,,,
3729,Propriété 7,standard,112,,2022-08-23 21:30:00,0 days 10:00:00,2022-08-24 07:30:00,Henry Shaw,2022,2022-08,2022-08-23/2022-08-29,50,2022-08-24,août,Henry Shaw,Propriété 7,112,91,,,,,,,,,
3730,Propriété 17,annulé hôtel,112,,2022-08-23 21:00:00,0 days 10:15:00,2022-08-24 07:15:00,Eileen Martin,2022,2022-08,2022-08-23/2022-08-29,50,2022-08-24,août,Eileen Martin,Propriété 17,112,91,,,,,,,,,
3731,Propriété 14,urgente,402,,2022-08-23 20:00:00,0 days 11:30:00,2022-08-24 07:30:00,Janet Osborne,2022,2022-08,2022-08-23/2022-08-29,110,2022-08-24,août,Janet Osborne,Propriété 14,402,760,,,,,,,,,
3732,Propriété 5,standard,762,,2022-08-23 19:30:00,0 days 12:00:00,2022-08-24 07:30:00,Paige Oliver,2022,2022-08,2022-08-23/2022-08-29,60,2022-08-24,août,Paige Oliver,Propriété 5,762,340,,,,,,,,,
3733,Propriété 3,standard,600,,2022-08-23 14:00:00,0 days 06:00:00,2022-08-23 20:00:00,Eileen Martin,2022,2022-08,2022-08-23/2022-08-29,36,2022-08-23,août,Eileen Martin,Propriété 3,600,645,,,,,,,,,
3734,Propriété 3,annulé hôtel,808,,2022-08-23 12:00:00,0 days 08:00:00,2022-08-23 20:00:00,Eileen Martin,2022,2022-08,2022-08-23/2022-08-29,48,2022-08-23,août,Eileen Martin,Propriété 3,808,119,,,,,,,,,
3735,Propriété 18,standard,235,,2022-08-23 08:00:00,0 days 07:00:00,2022-08-23 15:00:00,Rachel Little,2022,2022-08,2022-08-23/2022-08-29,35,2022-08-23,août,Rachel Little,Propriété 18,235,871,,,,,,,,,
3736,Propriété 12,standard,232,,2022-08-23 07:30:00,0 days 08:30:00,2022-08-23 16:00:00,Alan Wood,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-23,août,Alan Wood,Propriété 12,232,119,,,,,,,,,
3737,Propriété 2,standard,232,,2022-08-22 22:30:00,0 days 08:45:00,2022-08-23 07:15:00,William Morgan,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-23,août,William Morgan,Propriété 2,232,119,,,,,,,,,
3738,Propriété 13,standard,178,,2022-08-22 22:00:00,0 days 09:30:00,2022-08-23 07:30:00,Dr Wayne Evans,2022,2022-08,2022-08-23/2022-08-29,45,2022-08-23,août,Dr Wayne Evans,Propriété 13,178,240,,,,,,,,,
3739,Propriété 7,standard,112,,2022-08-22 21:30:00,0 days 10:00:00,2022-08-23 07:30:00,Henry Shaw,2022,2022-08,2022-08-23/2022-08-29,50,2022-08-23,août,Henry Shaw,Propriété 7,112,91,,,,,,,,,
3740,Propriété 17,standard,112,,2022-08-22 21:00:00,0 days 10:15:00,2022-08-23 07:15:00,Dr Gavin Winter,2022,2022-08,2022-08-23/2022-08-29,50,2022-08-23,août,Dr Gavin Winter,Propriété 17,112,91,,,,,,,,,
3741,Propriété 12,standard,762,,2022-08-22 20:00:00,0 days 12:00:00,2022-08-23 08:00:00,Janet Osborne,2022,2022-08,2022-08-23/2022-08-29,60,2022-08-23,août,Janet Osborne,Propriété 12,762,340,,,,,,,,,
3742,Propriété 5,standard,762,,2022-08-22 19:30:00,0 days 12:00:00,2022-08-23 07:30:00,Dr Glen Jackson,2022,2022-08,2022-08-23/2022-08-29,60,2022-08-23,août,Dr Glen Jackson,Propriété 5,762,340,,,,,,,,,
3743,Propriété 26,standard,193,,2022-08-22 13:30:00,0 days 06:00:00,2022-08-22 19:30:00,Dr Gavin Winter,2022,2022-08,2022-08-16/2022-08-22,30,2022-08-22,août,Dr Gavin Winter,Propriété 26,193,645,,,,,,,,,
3744,Propriété 12,standard,232,,2022-08-22 12:00:00,0 days 08:00:00,2022-08-22 20:00:00,Alan Wood,2022,2022-08,2022-08-16/2022-08-22,40,2022-08-22,août,Alan Wood,Propriété 12,232,119,,,,,,,,,
3745,Propriété 18,standard,235,,2022-08-22 08:00:00,0 days 07:00:00,2022-08-22 15:00:00,Rachel Little,2022,2022-08,2022-08-16/2022-08-22,35,2022-08-22,août,Rachel Little,Propriété 18,235,871,,,,,,,,,
3746,Propriété 17,standard,235,,2022-08-21 23:30:00,0 days 07:30:00,2022-08-22 07:00:00,Dr Gavin Winter,2022,2022-08,2022-08-16/2022-08-22,35,2022-08-22,août,Dr Gavin Winter,Propriété 17,235,871,,,,,,,,,
3747,Propriété 2,standard,232,,2022-08-21 22:30:00,0 days 08:45:00,2022-08-22 07:15:00,Dr Wayne Evans,2022,2022-08,2022-08-16/2022-08-22,40,2022-08-22,août,Dr Wayne Evans,Propriété 2,232,119,,,,,,,,,
3748,Propriété 7,standard,112,,2022-08-21 21:30:00,0 days 10:00:00,2022-08-22 07:30:00,Paige Oliver,2022,2022-08,2022-08-16/2022-08-22,50,2022-08-22,août,Paige Oliver,Propriété 7,112,91,,,,,,,,,
3749,Propriété 23,standard,762,,2022-08-21 20:00:00,0 days 12:00:00,2022-08-22 08:00:00,Eileen Martin,2022,2022-08,2022-08-16/2022-08-22,60,2022-08-22,août,Eileen Martin,Propriété 23,762,340,,,,,,,,,
3750,Propriété 12,standard,762,,2022-08-21 20:00:00,0 days 12:00:00,2022-08-22 08:00:00,Christine McKenzie,2022,2022-08,2022-08-16/2022-08-22,60,2022-08-22,août,Christine McKenzie,Propriété 12,762,340,,,,,,,,,
3751,Propriété 14,standard,479,,2022-08-21 20:00:00,0 days 11:00:00,2022-08-22 07:00:00,Dr Cameron Nicholls,2022,2022-08,2022-08-16/2022-08-22,66,2022-08-22,août,Dr Cameron Nicholls,Propriété 14,479,760,,,,,,,,,
3752,Propriété 19,standard,762,,2022-08-21 20:00:00,0 days 12:00:00,2022-08-22 08:00:00,Janet Osborne,2022,2022-08,2022-08-16/2022-08-22,60,2022-08-22,août,Janet Osborne,Propriété 19,762,340,,,,,,,,,
3753,Propriété 5,standard,762,,2022-08-21 19:30:00,0 days 12:00:00,2022-08-22 07:30:00,Dr Glen Jackson,2022,2022-08,2022-08-16/2022-08-22,60,2022-08-22,août,Dr Glen Jackson,Propriété 5,762,340,,,,,,,,,
3754,Propriété 15,standard,397,,2022-08-21 18:30:00,0 days 13:00:00,2022-08-22 07:30:00,Patricia Evans-Knight,2022,2022-08,2022-08-16/2022-08-22,78,2022-08-22,août,Patricia Evans-Knight,Propriété 15,397,866,,,,,,,,,
3755,Propriété 12,standard,232,,2022-08-21 12:00:00,0 days 08:00:00,2022-08-21 20:00:00,Alan Wood,2022,2022-08,2022-08-16/2022-08-22,40,2022-08-21,août,Alan Wood,Propriété 12,232,119,,,,,,,,,
3756,Propriété 7,annulé hôtel,232,,2022-08-21 10:00:00,0 days 08:00:00,2022-08-21 18:00:00,Kieran Edwards,2022,2022-08,2022-08-16/2022-08-22,40,2022-08-21,août,Kieran Edwards,Propriété 7,232,119,,,,,,,,,
3757,Propriété 7,annulé hôtel,232,,2022-08-21 10:00:00,0 days 08:00:00,2022-08-21 18:00:00,Dr Harry Donnelly,2022,2022-08,2022-08-16/2022-08-22,40,2022-08-21,août,Dr Harry Donnelly,Propriété 7,232,119,,,,,,,,,
3758,Propriété 15,annulé hôtel,838,,2022-08-21 07:30:00,0 days 12:00:00,2022-08-21 19:30:00,Stanley Hicks-Davies,2022,2022-08,2022-08-16/2022-08-22,72,2022-08-21,août,Stanley Hicks-Davies,Propriété 15,838,340,,,,,,,,,
3759,Propriété 7,standard,112,,2022-08-20 21:30:00,0 days 10:00:00,2022-08-21 07:30:00,Paige Oliver,2022,2022-08,2022-08-16/2022-08-22,50,2022-08-21,août,Paige Oliver,Propriété 7,112,91,,,,,,,,,
3760,Propriété 32,standard,161,,2022-08-20 21:00:00,0 days 10:15:00,2022-08-21 07:15:00,Dr Gavin Winter,2022,2022-08,2022-08-16/2022-08-22,60,2022-08-21,août,Dr Gavin Winter,Propriété 32,161,91,,,,,,,,,
3761,Propriété 17,standard,112,,2022-08-20 21:00:00,0 days 10:15:00,2022-08-21 07:15:00,Ms Lucy Sheppard,2022,2022-08,2022-08-16/2022-08-22,50,2022-08-21,août,Ms Lucy Sheppard,Propriété 17,112,91,,,,,,,,,
3762,Propriété 22,standard,762,,2022-08-20 20:00:00,0 days 12:30:00,2022-08-21 08:30:00,Dr Wayne Evans,2022,2022-08,2022-08-16/2022-08-22,60,2022-08-21,août,Dr Wayne Evans,Propriété 22,762,340,,,,,,,,,
3763,Propriété 23,standard,762,,2022-08-20 20:00:00,0 days 12:00:00,2022-08-21 08:00:00,Eileen Martin,2022,2022-08,2022-08-16/2022-08-22,60,2022-08-21,août,Eileen Martin,Propriété 23,762,340,,,,,,,,,
